Comment,Link,Name,Rating,Reviews Count,Speciality
"Dr. Jean Walker was the best doctor, always in a good mood. Listened to all your problems and made you feel like you were her only patient! I truly miss her and am g... Read more",ratemds.com/doctor-ratings/1229/Dr-Jean-Walker-Chicago-IL.html,Dr. Jean Walker,4.88,9,Gynecologist (OBGYN)
"I saw Dr. Van Arsdale for abnormal cervical cell growth. I had read online that this can clear up on its own and there is no need to worry. However, Dr. Van Arsdale ... Read more",ratemds.com/doctor-ratings/7310/Dr-John+Douglas-Van+Arsdale-Chicago-IL.html,Dr. John Douglas Van Arsdale,4.39,19,Gynecologist (OBGYN)
I absolutely love this office! I would recommend Dr. TK to anyone. He is so sweet and I felt I had very personalized treatment . I came from another clinic that was ... Read more,ratemds.com/doctor-ratings/948663/Dr-Illan-Tur+Kaspa-Chicago-IL.html,Dr. Illan Tur Kaspa,4.36,16,Gynecologist (OBGYN)
"Dr Kus is very knowledgeable, kind, caring and compassionate. You are never rushed and he takes the time to answer any questions. ",ratemds.com/doctor-ratings/476779/Dr-Robert+T.-Kus-Chicago-IL.html,Dr. Robert T. Kus,4.92,6,Gynecologist (OBGYN)
"Dr Kleinberg is a great doctor. Very knowledgeable, professional, and courteous. He's very patient, explains everything very well and I would recommend him to anyone... Read more",ratemds.com/doctor-ratings/176279/Dr-Marc+J.-Kleinberg-Chicago-IL.html,Dr. Marc J. Kleinberg,4.44,12,Gynecologist (OBGYN)
He is great doctor!!! And he answer on all my questions,ratemds.com/doctor-ratings/13656/Dr-Carmen+J.-Scarimbolo-Park+Ridge-IL.html,Dr. Carmen J. Scarimbolo,4.48,16,Gynecologist (OBGYN)
"Dr. Cork brought my son, Luke into this world via C-section and I couldn't have asked for a better doctor! My husband and I have since moved and I am so bummed that ... Read more",ratemds.com/doctor-ratings/3117708/Dr-KELLY+N.-CORK-Chicago-IL.html,Dr. Kelly N. Cork,5,5,Gynecologist (OBGYN)
I was recommended to Dr. Izbicki by a good friend. He got me through both my pregnancies and I have two beautiful babies now. I will never forget his wonderful care ... Read more,ratemds.com/doctor-ratings/3151685/Dr-MAX+A.-IZBICKI-grand+blanc-MI.html,Dr. Max Izbicki,5,5,Gynecologist (OBGYN)
BUTCHER!!! Stay away!!! Sexually altered me for a hormone disorder. Took my healthy cervix when he could have left it in for sexual & pelvic support. I died the da... Read more,ratemds.com/doctor-ratings/102026/Dr-Matthew+M.-Ahranjani-Chicago-IL.html,Dr. Matthew M. Ahranjani,4.43,13,Gynecologist (OBGYN)
"Dr Bender is the best! Delivered both of my babies, Delaney and Dominic. She ALWAYS takes her time and answers questions and tells you everything she is doing step ... Read more",ratemds.com/doctor-ratings/3220924/Dr-JESSICA+L.-SULKOWSKI-Chicago-IL.html,Dr. Jessica L. Sulkowski,4.4,10,Gynecologist (OBGYN)
"Every time I have a concern while pregnant and not pregnant, Dr. Gladdin has always worked with me to find out answers or to make sure everything was okay. ",ratemds.com/doctor-ratings/26214/Dr-Stephen+F.-Gladdin-Elgin-IL.html,Dr. Stephen F. Gladdin,3.89,24,Gynecologist (OBGYN)
I received a notice that Dr. King was leaving the Chicago area and moving to St. Louis.,ratemds.com/doctor-ratings/151843/Dr-Erin+L.-King-ST.+LOUIS-MO.html,Dr. Erin L. King,4.53,8,Gynecologist (OBGYN)
WORST annual Gyno appt ever. He is a scam artist. He just wants to pay for his new ultrasound equipment. He is not helpful with answering questions. He actually uses... Read more,ratemds.com/doctor-ratings/548904/Dr-Sayeed+N.-Iqbal-Chicago-IL.html,Dr. Sayeed N. Iqbal,4.5,8,Gynecologist (OBGYN)
Please let me begin by stating I am in the healthcare field and have “Cadillac insurance”. Dr. Shawn Davies provided me the worst customer service I have ever seen i... Read more,ratemds.com/doctor-ratings/480391/Dr-Shawn+M.-Davies-Chicago-IL.html,Dr. Shawn M. Davies,4.47,8,Gynecologist (OBGYN)
Dr. Thakkar is very attentive and takes his time with his patients. Explains everything well. Answers all questions thoroughly and has the best bedside manner.,ratemds.com/doctor-ratings/3276583/Dr-GHANSHYAM+S.-THAKKAR-Chicago-IL.html,Dr. Ghanshyam S. Thakkar,5,4,Gynecologist (OBGYN)
"Dr. Chen was recommended to me by a nurse friend. I transferred to her when I was newly pregnant. At our first meeting, she was very forthcoming and knowledgeable,... Read more",ratemds.com/doctor-ratings/35501/Dr-Catherine-Chen-Chicago-IL.html,Dr. Catherine Chen,4.15,13,Gynecologist (OBGYN)
Terrible patient service. I had scheduled an appointment a MONTH ago (meaning I gave my insurance information and everything 1 month ago). I have severe endometriosi... Read more,ratemds.com/doctor-ratings/876475/Dr-Sue+B.-Onispir-Kafali-Chicago-IL.html,Dr. Sue B. Onispir-Kafali,3.78,23,Gynecologist (OBGYN)
"I've been dealing with fibroids and extreme bleeding for five years. Dr. B has helped me navigate through this scary and exhausting process with knowledge, professio... Read more",ratemds.com/doctor-ratings/7628/Dr-Lewis+S.-Blumenthal-Chicago-IL.html,Dr. Lewis S. Blumenthal,4.25,15,Gynecologist (OBGYN)
Dr Sheldon is very compassionate and makes you feel instantly comfortable (not so easy for a gyno). Even my 22 year old daughter who was very nervous for her exam h... Read more,ratemds.com/doctor-ratings/3124429/Dr-MEGAN-SHELDON-Chicago-IL.html,Dr. Megan Sheldon,4.94,4,Gynecologist (OBGYN)
I have been a patient for over 33 years. He is simply the best! ,ratemds.com/doctor-ratings/954753/Dr-A.+Michael-Drachler-Skokie-IL.html,Dr. A. Michael Drachler,4.39,7,Gynecologist (OBGYN)
"Dr. Chaudhari, is a wonderful knowledgeable Doctor, when she speaks, you listen to her carefully as she knows exactly what your problem is. She gave me the confide... Read more",ratemds.com/doctor-ratings/943227/Dr-Angela-Chaudhari-Chicago-IL.html,Dr. Angela Chaudhari,4.5,6,Gynecologist (OBGYN)
Dr. Gale is the best doctor that I have ever been too. She is incredibly intelligent and gas such s calming manner. I had my first baby with her and she always took ... Read more,ratemds.com/doctor-ratings/198175/Dr-Patricia+M.-Gale-Chicago-IL.html,Dr. Patricia M. Gale,4.6,5,Gynecologist (OBGYN)
"Made me feel comfortable and at ease. Spent 45 minutes talking to me and explaining my situation. I highly recommend Dr. Garb.
",ratemds.com/doctor-ratings/192050/Dr-Micah-Garb-Chicago-IL.html,Dr. Micah Garb,4.81,4,Gynecologist (OBGYN)
"Chen will only see a patient up to the first three months of pregnancy. Yet, he used to handle care all the way up into being in the delivery room. Why is he not ... Read more",ratemds.com/doctor-ratings/138904/Dr-Gregory+W.-Chen-Chicago-IL.html,Dr. Gregory W. Chen,4.37,6,Gynecologist (OBGYN)
Staff and front desk rude. I agree with others that Dr.'s bedside manner is poor and insensitive.,ratemds.com/doctor-ratings/474085/Dr-Stanley+E.-Friedell-CHICAGO-IL.html,Dr. Stanley E. Friedell,3.82,14,Gynecologist (OBGYN)
I enjoy my appointments with Dr. Garvey. He has a great memory and always remembers our last conversation. He provides knowledgeable information regarding any questi... Read more,ratemds.com/doctor-ratings/158022/Dr-Timothy-Garvey-Chicago-IL.html,Dr. Timothy Garvey,3.95,10,Gynecologist (OBGYN)
dr. wenckus is a great doctor she has an excellent bedside manner very knowledgable.,ratemds.com/doctor-ratings/2996029/Dr-DALIA+J.-WENCKUS-Chicago-IL.html,Dr. Dalia J. Wenckus,5,3,Gynecologist (OBGYN)
Most knowledgable Doctor. The best. I've been his patient for many years.,ratemds.com/doctor-ratings/472351/Dr-Amalendu-Majumdar-Chicago-IL.html,Dr. Amalendu Majumdar,5,3,Gynecologist (OBGYN)
Very kind and compassionate. Excellent bedside manner.,ratemds.com/doctor-ratings/129528/Dr-Ann+M.-Ressetar-Arlington+Heights-IL.html,Dr. Ann M. Ressetar,5,3,Gynecologist (OBGYN)
Dr. Cinquegrani was very thorough and nice. Her office staff should have negative stars. We won't be going back. If she wants to succeed she needs to leave Vista. Th... Read more,ratemds.com/doctor-ratings/867671/Dr-Caroline-Cinquegrani-Chicago-IL.html,Dr. Caroline Cinquegrani,4.4,5,Gynecologist (OBGYN)
He is the best doctor. He is been my doctor for the last seven years and has been my mother's doctor for the last 14 years.,ratemds.com/doctor-ratings/125787/Dr-Farhad-Saed-Chicago-IL.html,Dr. Farhad Saed,4.56,5,Gynecologist (OBGYN)
Dr Thorpe helped me thru a difficult pregnancy. She cared and always answered my questions.,ratemds.com/doctor-ratings/477570/Dr-Lauren-Thorpe-Chicago-IL.html,Dr. Lauren Thorpe,4.92,3,Gynecologist (OBGYN)
Dr. Gleixner is the very best you can ask for in an OB/GYN. I had a very rare condition during my delivery (umbilical cord prolapse) and he acted quickly and decisiv... Read more,ratemds.com/doctor-ratings/133202/Dr-Paul+H.-Gleixner-Chicago-IL.html,Dr. Paul H. Gleixner,4.83,3,Gynecologist (OBGYN)
Awesome doctor. Delivered my 3 kids and I would highly recommend him to anyone. ,ratemds.com/doctor-ratings/548800/Dr-Gil+A.-Weiss-Chicago-IL.html,Dr. Gil A. Weiss,3.96,7,Gynecologist (OBGYN)
"Dr. Feldstein is great! He listens to all of my concerns/questions, and has a direct way of communicating that I appreciate (don't need the fluff!) while still being... Read more",ratemds.com/doctor-ratings/169990/Dr-Marc+S.-Feldstein-Chicago-IL.html,Dr. Marc S. Feldstein,3.96,7,Gynecologist (OBGYN)
Condescending and rude. Gives inaccurate info. Zero credibility and trust. ,ratemds.com/doctor-ratings/949991/Dr-Dana+R.-Gossett-Chicago-IL.html,Dr. Dana R. Gossett,4.2,5,Gynecologist (OBGYN)
I absolutely love Dr.Starr! She's such an amazing doctor! She is the best one I've ever had. And I hope that she never retires! I wis I could give her a rating of ... Read more,ratemds.com/doctor-ratings/2648531/Dr-ROSALLY-STARR-Chicago-IL.html,Dr. Rosally Starr,3.89,7,Gynecologist (OBGYN)
Dr. Ismail is one of the kindest Doctors on the planet. I had fibroid tumors that grew during my pregnancy and I knew there could be complications with my delivery. ... Read more,ratemds.com/doctor-ratings/548905/Dr-Mahmoud+A.-Ismail-Chicago-IL.html,Dr. Mahmoud A. Ismail,4.67,3,Gynecologist (OBGYN)
Dr. Roth is great! She totally knows her stuff and instills confidence in her patients. She has an excellent bedside manner and knows just how to handle pregnant/hor... Read more,ratemds.com/doctor-ratings/47132/Dr-ABBIE+H.-Roth-Chicago-IL.html,Dr. ABBIE H. Roth,3.98,7,Gynecologist (OBGYN)
"I was very nervous for my appointment with a history of hypertension. Fortunately, Dr. Ravangard eased all of my concerns and helped me have a positive outlook on my... Read more",ratemds.com/doctor-ratings/3668015/Dr-SAMADH+F.-RAVANGARD-CHICAGO-IL.html,Dr. Samadh F. Ravangard,4.58,3,Gynecologist (OBGYN)
"She is so good . She cares about your health, and puts that FIRST.So easy to talk to.",ratemds.com/doctor-ratings/197957/Dr-Mary+Jean-Cannon-Willowbrook-IL.html,Dr. Mary Jean Cannon,4.58,3,Gynecologist (OBGYN)
I've been seeing Dr. Baer for over 5 years. She's really nice. I always feel comfortable. She answers all my questions and I never feel rushed. The nurses are al... Read more,ratemds.com/doctor-ratings/478052/Dr-Michelle-Baer-Chicago-IL.html,Dr. Michelle Baer,4.58,3,Gynecologist (OBGYN)
I am VERY satisfied with Dr. Gorens!!!! She is the BEST!!!,ratemds.com/doctor-ratings/153519/Dr-Marsha+E.-Gorens-Chicago-IL.html,Dr. Marsha E. Gorens,4.58,3,Gynecologist (OBGYN)
I could not ask for a better more helpful dr. She was always availbale by page even if she wasnt on cal,ratemds.com/doctor-ratings/119811/Dr-Elizabeth-Walz-Buscher-CHICAGO-IL.html,Dr. Elizabeth Walz-Buscher,4.25,4,Gynecologist (OBGYN)
"Not a good listener. When you report back side effects of medication, talks over you and says stay the course. Seems to prescribe pre-packaged medications for hor... Read more",ratemds.com/doctor-ratings/548534/Dr-Barbara+A.-Soltes-Chicago-IL.html,Dr. Barbara A. Soltes,3.75,7,Gynecologist (OBGYN)
"Have been her patient for over 10 years, Love her. She is so smart and kind. Will really listen to any concerns you have.",ratemds.com/doctor-ratings/479904/Dr-Sue+A.-Hungerford-CHICAGO-IL.html,Dr. Sue A. Hungerford,4.19,4,Gynecologist (OBGYN)
Best doctor ever. I knew him since 1974. The low rating on here must be mistaken.,ratemds.com/doctor-ratings/199282/Dr-Donald+L.-Chatman-Chicago-IL.html,Dr. Donald L. Chatman,4.19,4,Gynecologist (OBGYN)
she is great! she always answers questions with details,ratemds.com/doctor-ratings/28973/Dr-Yvonne-Wolny-Chicago-IL.html,Dr. Yvonne Wolny,4.18,5,Gynecologist (OBGYN)
Excellent service--attention to detail. Dr. Church is one of the best surgeons around.,ratemds.com/doctor-ratings/23082/Dr-Nancy+R.-Church-Chicago-IL.html,Dr. Nancy R. Church,3.21,20,Gynecologist (OBGYN)
Dr. Wise is such a wonderful doctor. She is very professional and caring. I have seen her for many years and she has delivered 3 of my children. Would highly recomme... Read more,ratemds.com/doctor-ratings/475438/Dr-Bonnie+E.-Wise-Chicago-IL.html,Dr. Bonnie E. Wise,4.13,4,Gynecologist (OBGYN)
She is an excellent doctor. She is very direct and up front. She is definitely not for the overly sensitive and emotional persons. If you want a doctor that's goi... Read more,ratemds.com/doctor-ratings/31042/Dr-Patricia+M.-Boatwright-Chicago-IL.html,Dr. Patricia M. Boatwright,2.8,33,Gynecologist (OBGYN)
"Dr. McNair = Chicago's greatest OBGYN. She is patient, attentive, helpful, reliable and SO easy to talk to. You never feel rushed, judged or unimportant. She is so w... Read more",ratemds.com/doctor-ratings/404667/Dr-Robbye-McNair-CHICAGO-IL.html,Dr. Robbye McNair,4.42,3,Gynecologist (OBGYN)
Dr. Kenton was outstanding handling my complicated pelvic surgery. She and her team were great about listening AND addressing all my concerns about surgery and post... Read more,ratemds.com/doctor-ratings/475932/Dr-Kimberly-Kenton-CHICAGO-IL.html,Dr. Kimberly Kenton,4.42,3,Gynecologist (OBGYN)
Dr Cabiya is so amazing. She talks things over and always educates you so you are able to make an informed decision. By far the best doctor I've ever had ,ratemds.com/doctor-ratings/3052419/Dr-MARIE-CABIYA-Chicago-IL.html,Dr. Marie Cabiya,5,2,Gynecologist (OBGYN)
He is one of the best doctors I have seen lately. He is very detail oriented and very thorough. He takes his time and is very concerned about his patients ,ratemds.com/doctor-ratings/548866/Dr-Gaetano+F.-Perego-Chicago-IL.html,Dr. Gaetano F. Perego,5,2,Gynecologist (OBGYN)
"Great experience, wonderful doctor and staff, convenient location, close to Niles and Park Ridge, would highly recommend .",ratemds.com/doctor-ratings/192534/Dr-Jozef+Feliks-Mazurek-Chicago-IL.html,Dr. Jozef Feliks Mazurek,5,2,Gynecologist (OBGYN)
"She was the most punctial gyne I have ever been too. Not a chatty person, but very willing to answer questions if you ask.",ratemds.com/doctor-ratings/125485/Dr-Ramona+I.-Slupik-Chicago-IL.html,Dr. Ramona I. Slupik,5,2,Gynecologist (OBGYN)
"Dr.Boryslavska is great doctor! She is professional, kind and very knoligeble. I highly recommend this doctor. ",ratemds.com/doctor-ratings/3686609/Dr-Halyna-Boryslavska-Chicago-IL.html,Dr. Halyna Boryslavska,5,2,Gynecologist (OBGYN)
"Competence and compassion are the hallmarks of Dr. Clarke White's care. She is knowledgeable, thorough and skilled. Her communication with patients is exceptional, ... Read more",ratemds.com/doctor-ratings/3331488/Dr-Cordia+M.-Clark-White-Chicago-IL.html,Dr. Cordia M. Clark-White,5,2,Gynecologist (OBGYN)
"Excellent doctor, if not the best ever. She takes really good care of here patients, especially pregnant women in high risk.",ratemds.com/doctor-ratings/3940517/Dr-MERIT-NASSIF-CHICAGO-IL.html,Dr. Merit Nassif,5,2,Gynecologist (OBGYN)
I saw Dr. Nunes while a graduate student at the University of Chicago. I had irregular pap smears and had to have a colposcopy as a result. He was fantastic; possibl... Read more,ratemds.com/doctor-ratings/204882/Dr-Kenneth-Nunes-Chicago-IL.html,Dr. Kenneth Nunes,5,2,Gynecologist (OBGYN)
Dr. V is not only a professional- she approaches her clients with grace and compassion. My regular doctor was unavailable for a procedure I was very nervous about an... Read more,ratemds.com/doctor-ratings/471137/Dr-Seema-Venkatachalam-Chicago-IL.html,Dr. Seema Venkatachalam,5,2,Gynecologist (OBGYN)
"Dr. Toig has been my doctor for 16 years. He is the best. He is knowledgeable, understanding, compassionate, and genuinely concerned with my health. He makes sure I ... Read more",ratemds.com/doctor-ratings/74269/Dr-Randall+M.-Toig-Chicago-IL.html,Dr. Randall M. Toig. MD,5,2,Gynecologist (OBGYN)
